from_stop_I,to_stop_I,label,d,n_vehicles
228,214,"[0, 0, 0, 1, 0]",304.0,50.0
229,227,"[0, 0, 0, 1, 0]",640.0,37.0
229,246,"[0, 0, 0, 1, 0]",295.0,1.0
231,212,"[0, 0, 0, 1, 0]",505.0,43.0
231,240,"[0, 0, 0, 1, 0]",672.0,41.0
232,226,"[0, 0, 0, 1, 0]",469.0,62.0
233,47,"[0, 0, 0, 1, 0]",213.0,68.0
233,209,"[0, 0, 0, 1, 0]",506.0,30.0
233,234,"[0, 0, 0, 1, 0]",452.0,51.0
234,233,"[0, 0, 0, 1, 0]",452.0,52.0
234,243,"[0, 0, 0, 1, 0]",456.0,51.0
236,210,"[0, 0, 0, 1, 0]",525.0,50.0
236,215,"[0, 0, 0, 1, 0]",266.0,52.0
238,215,"[0, 0, 0, 1, 0]",402.0,51.0
238,245,"[0, 0, 0, 1, 0]",327.0,52.0
239,242,"[0, 0, 0, 1, 0]",209.0,39.0
239,246,"[0, 0, 0, 1, 0]",158.0,37.0
240,183,"[0, 0, 0, 1, 0]",754.0,41.0
240,184,"[0, 0, 0, 1, 0]",285.0,61.0
240,201,"[0, 0, 0, 1, 0]",420.0,62.0
240,231,"[0, 0, 0, 1, 0]",672.0,43.0
241,243,"[0, 0, 0, 1, 0]",268.0,52.0
241,245,"[0, 0, 0, 1, 0]",323.0,51.0
242,223,"[0, 0, 0, 1, 0]",347.0,39.0
242,239,"[0, 0, 0, 1, 0]",209.0,37.0
243,234,"[0, 0, 0, 1, 0]",456.0,52.0
243,241,"[0, 0, 0, 1, 0]",268.0,51.0
243,1887,"[0, 0, 0, 1, 0]",3420.0,30.0
244,204,"[0, 0, 0, 1, 0]",672.0,61.0
244,1436,"[0, 0, 0, 1, 0]",1039.0,62.0
245,238,"[0, 0, 0, 1, 0]",327.0,51.0
245,241,"[0, 0, 0, 1, 0]",323.0,52.0
246,229,"[0, 0, 0, 1, 0]",295.0,37.0
246,239,"[0, 0, 0, 1, 0]",158.0,1.0
247,215,"[0, 0, 0, 1, 0]",106.0,50.0
250,1712,"[0, 0, 0, 1, 0]",557.0,3.0
250,1880,"[0, 0, 0, 1, 0]",742.0,5.0
251,257,"[0, 0, 0, 1, 0]",407.0,70.0
251,337,"[0, 0, 0, 1, 0]",114.0,55.0
251,341,"[0, 0, 0, 1, 0]",494.0,67.0
252,254,"[0, 0, 0, 1, 0]",305.0,96.0
252,317,"[0, 0, 0, 1, 0]",511.0,27.0
252,343,"[0, 0, 0, 1, 0]",557.0,38.0
252,1339,"[0, 0, 0, 1, 0]",280.0,93.0
252,1350,"[0, 0, 0, 1, 0]",648.0,1.0
252,1513,"[0, 0, 0, 1, 0]",1255.0,32.0
253,260,"[0, 0, 0, 1, 0]",163.0,38.0
253,342,"[0, 0, 0, 1, 0]",288.0,38.0
254,252,"[0, 0, 0, 1, 0]",305.0,94.0
254,271,"[0, 0, 0, 1, 0]",749.0,3.0
254,303,"[0, 0, 0, 1, 0]",258.0,93.0
255,339,"[0, 0, 0, 1, 0]",330.0,147.0
255,586,"[0, 0, 0, 1, 0]",312.0,148.0
256,586,"[0, 0, 0, 1, 0]",267.0,147.0
256,598,"[0, 0, 0, 1, 0]",226.0,148.0
257,251,"[0, 0, 0, 1, 0]",407.0,69.0
257,259,"[0, 0, 0, 1, 0]",311.0,148.0
257,280,"[0, 0, 0, 1, 0]",290.0,217.0
258,304,"[0, 0, 0, 1, 0]",318.0,38.0
259,257,"[0, 0, 0, 1, 0]",311.0,147.0
259,339,"[0, 0, 0, 1, 0]",393.0,148.0
260,253,"[0, 0, 0, 1, 0]",163.0,38.0
261,262,"[0, 0, 0, 1, 0]",642.0,22.0
261,2471,"[0, 0, 0, 1, 0]",1145.0,23.0
262,261,"[0, 0, 0, 1, 0]",642.0,23.0
262,266,"[0, 0, 0, 1, 0]",756.0,22.0
263,264,"[0, 0, 0, 1, 0]",366.0,47.0
263,2057,"[0, 0, 0, 1, 0]",1159.0,48.0
264,263,"[0, 0, 0, 1, 0]",366.0,48.0
264,268,"[0, 0, 0, 1, 0]",645.0,47.0
265,306,"[0, 0, 0, 1, 0]",295.0,95.0
265,312,"[0, 0, 0, 1, 0]",372.0,93.0
266,262,"[0, 0, 0, 1, 0]",756.0,23.0
266,268,"[0, 0, 0, 1, 0]",690.0,22.0
267,258,"[0, 0, 0, 1, 0]",328.0,38.0
268,264,"[0, 0, 0, 1, 0]",645.0,48.0
268,266,"[0, 0, 0, 1, 0]",690.0,23.0
268,270,"[0, 0, 0, 1, 0]",376.0,32.0
268,273,"[0, 0, 0, 1, 0]",424.0,15.0
268,286,"[0, 0, 0, 1, 0]",937.0,42.0
268,1393,"[0, 0, 1, 0, 0]",9635.0,56.0
268,1592,"[0, 0, 1, 0, 0]",2888.0,39.0
268,2220,"[0, 0, 1, 0, 0]",3696.0,71.0
268,2316,"[0, 0, 1, 0, 0]",3848.0,69.0
268,2417,"[0, 0, 0, 1, 0]",7044.0,1.0
269,306,"[0, 0, 0, 1, 0]",222.0,91.0
269,330,"[0, 0, 0, 1, 0]",267.0,95.0
269,342,"[0, 0, 0, 1, 0]",216.0,38.0
270,268,"[0, 0, 0, 1, 0]",376.0,35.0
270,290,"[0, 0, 0, 1, 0]",495.0,32.0
271,254,"[0, 0, 0, 1, 0]",749.0,1.0
272,273,"[0, 0, 0, 1, 0]",627.0,14.0
272,292,"[0, 0, 0, 1, 0]",327.0,15.0
273,268,"[0, 0, 0, 1, 0]",424.0,14.0
273,272,"[0, 0, 0, 1, 0]",627.0,15.0
277,283,"[0, 0, 0, 1, 0]",539.0,45.0
277,388,"[0, 0, 0, 1, 0]",1054.0,44.0
280,257,"[0, 0, 0, 1, 0]",290.0,217.0
280,359,"[0, 0, 0, 1, 0]",668.0,52.0
280,586,"[0, 0, 0, 1, 0]",1607.0,3.0
280,1027,"[0, 0, 0, 1, 0]",686.0,109.0
280,1085,"[0, 0, 0, 1, 0]",703.0,56.0
280,1698,"[0, 0, 0, 1, 0]",7751.0,2.0
282,283,"[0, 0, 0, 1, 0]",324.0,121.0
282,1132,"[0, 0, 0, 1, 0]",447.0,126.0
283,277,"[0, 0, 0, 1, 0]",539.0,44.0
283,282,"[0, 0, 0, 1, 0]",324.0,126.0
283,393,"[0, 0, 0, 1, 0]",1571.0,6.0
283,1068,"[0, 0, 0, 1, 0]",424.0,81.0
283,1132,"[0, 0, 0, 1, 0]",771.0,7.0
284,287,"[0, 0, 0, 1, 0]",208.0,131.0
284,312,"[0, 0, 0, 1, 0]",234.0,93.0
285,1359,"[0, 0, 0, 1, 0]",572.0,33.0
286,268,"[0, 0, 0, 1, 0]",937.0,42.0
286,288,"[0, 0, 0, 1, 0]",327.0,42.0
287,284,"[0, 0, 0, 1, 0]",208.0,93.0
287,303,"[0, 0, 0, 1, 0]",208.0,93.0
287,306,"[0, 0, 0, 1, 0]",244.0,38.0
288,286,"[0, 0, 0, 1, 0]",327.0,42.0
288,289,"[0, 0, 0, 1, 0]",377.0,42.0
289,288,"[0, 0, 0, 1, 0]",377.0,42.0
289,1861,"[0, 0, 0, 1, 0]",471.0,42.0
290,270,"[0, 0, 0, 1, 0]",495.0,35.0
290,838,"[0, 0, 0, 1, 0]",607.0,32.0
292,272,"[0, 0, 0, 1, 0]",327.0,14.0
292,833,"[0, 0, 0, 1, 0]",3007.0,15.0
300,336,"[0, 0, 0, 1, 0]",378.0,38.0
301,338,"[0, 0, 0, 1, 0]",251.0,38.0
302,159,"[0, 0, 0, 1, 0]",1186.0,37.0
302,307,"[0, 0, 0, 1, 0]",332.0,31.0
303,254,"[0, 0, 0, 1, 0]",258.0,93.0
303,287,"[0, 0, 0, 1, 0]",208.0,93.0
304,300,"[0, 0, 0, 1, 0]",161.0,38.0
305,314,"[0, 0, 0, 1, 0]",339.0,20.0
306,265,"[0, 0, 0, 1, 0]",295.0,91.0
306,269,"[0, 0, 0, 1, 0]",222.0,133.0
307,302,"[0, 0, 0, 1, 0]",332.0,37.0
307,305,"[0, 0, 0, 1, 0]",389.0,20.0
307,311,"[0, 0, 0, 1, 0]",514.0,14.0
308,307,"[0, 0, 0, 1, 0]",310.0,24.0
311,307,"[0, 0, 0, 1, 0]",514.0,14.0
311,1325,"[0, 0, 0, 1, 0]",2203.0,14.0
312,284,"[0, 0, 0, 1, 0]",234.0,93.0
312,326,"[0, 0, 0, 1, 0]",413.0,93.0
314,308,"[0, 0, 0, 1, 0]",413.0,24.0
314,2073,"[0, 0, 0, 1, 0]",1671.0,20.0
