from_stop_I,to_stop_I,label,d,n_vehicles
321,319,"[0, 0, 0, 1, 0]",308.0,21.0
322,97,"[0, 0, 0, 1, 0]",321.0,34.0
323,52,"[0, 0, 0, 1, 0]",414.0,134.0
323,2827,"[0, 0, 0, 1, 0]",383.0,19.0
324,1785,"[0, 0, 0, 1, 0]",154.0,68.0
324,1807,"[0, 0, 0, 1, 0]",130.0,1.0
325,366,"[0, 0, 0, 1, 0]",407.0,27.0
326,663,"[0, 0, 0, 1, 0]",1088.0,22.0
327,1411,"[0, 0, 0, 1, 0]",366.0,90.0
328,60,"[0, 0, 0, 1, 0]",321.0,93.0
328,1609,"[0, 0, 0, 1, 0]",330.0,20.0
329,2324,"[0, 0, 0, 1, 0]",160.0,21.0
329,2880,"[0, 0, 0, 1, 0]",319.0,53.0
330,888,"[0, 0, 0, 1, 0]",526.0,136.0
331,744,"[0, 0, 0, 1, 0]",294.0,29.0
332,2948,"[0, 0, 0, 1, 0]",380.0,80.0
333,1946,"[0, 0, 0, 1, 0]",668.0,49.0
334,840,"[0, 0, 0, 1, 0]",273.0,94.0
335,1167,"[0, 0, 0, 1, 0]",270.0,35.0
336,2208,"[0, 0, 0, 1, 0]",493.0,77.0
337,741,"[0, 0, 0, 1, 0]",301.0,24.0
338,440,"[0, 0, 0, 1, 0]",215.0,39.0
339,13,"[0, 0, 0, 1, 0]",437.0,65.0
340,903,"[0, 0, 0, 1, 0]",290.0,48.0
341,2619,"[0, 0, 0, 1, 0]",422.0,101.0
341,2719,"[0, 0, 0, 1, 0]",267.0,155.0
342,2271,"[0, 0, 0, 1, 0]",163.0,2.0
343,2014,"[0, 0, 0, 1, 0]",162.0,68.0
344,1717,"[0, 0, 0, 1, 0]",735.0,20.0
345,991,"[0, 0, 0, 1, 0]",229.0,66.0
346,1578,"[0, 0, 0, 1, 0]",327.0,29.0
347,1879,"[0, 0, 0, 1, 0]",508.0,43.0
348,1836,"[0, 0, 0, 1, 0]",327.0,93.0
349,1938,"[0, 0, 0, 1, 0]",361.0,87.0
350,1187,"[0, 0, 0, 1, 0]",179.0,16.0
351,835,"[0, 0, 0, 1, 0]",194.0,96.0
351,931,"[0, 0, 0, 1, 0]",452.0,153.0
352,355,"[0, 0, 0, 1, 0]",310.0,28.0
353,814,"[0, 0, 0, 1, 0]",294.0,54.0
354,2376,"[0, 0, 0, 1, 0]",310.0,28.0
355,403,"[0, 0, 0, 1, 0]",501.0,28.0
356,1023,"[0, 0, 0, 1, 0]",338.0,130.0
357,1651,"[0, 0, 0, 1, 0]",314.0,68.0
358,2401,"[0, 0, 0, 1, 0]",404.0,35.0
359,1461,"[0, 0, 0, 1, 0]",581.0,36.0
360,131,"[0, 0, 0, 1, 0]",285.0,74.0
360,2776,"[0, 0, 0, 1, 0]",299.0,29.0
361,309,"[0, 0, 0, 1, 0]",414.0,187.0
362,105,"[0, 0, 0, 1, 0]",209.0,24.0
363,2062,"[0, 0, 0, 1, 0]",328.0,93.0
364,944,"[0, 0, 0, 1, 0]",335.0,29.0
364,3156,"[0, 0, 0, 1, 0]",470.0,12.0
365,2081,"[0, 0, 0, 1, 0]",349.0,45.0
366,1267,"[0, 0, 0, 1, 0]",328.0,27.0
367,871,"[0, 0, 0, 1, 0]",227.0,123.0
368,2043,"[0, 0, 0, 1, 0]",257.0,42.0
369,86,"[0, 0, 0, 1, 0]",370.0,43.0
370,521,"[0, 0, 0, 1, 0]",708.0,42.0
370,2308,"[0, 0, 0, 1, 0]",133.0,64.0
371,1995,"[0, 0, 0, 1, 0]",393.0,104.0
372,18,"[0, 0, 0, 1, 0]",703.0,69.0
373,745,"[0, 0, 0, 1, 0]",418.0,19.0
