from_stop_I,to_stop_I,label,d,n_vehicles
189,453,"[0, 0, 0, 1, 0]",146.0,4.0
190,3,"[0, 0, 0, 1, 0]",494.0,2.0
190,23,"[0, 0, 0, 1, 0]",702.0,4.0
191,193,"[0, 0, 0, 1, 0]",240.0,144.0
192,4,"[0, 0, 0, 1, 0]",240.0,88.0
192,6,"[0, 0, 0, 1, 0]",394.0,2.0
192,25,"[0, 0, 0, 1, 0]",365.0,31.0
192,26,"[0, 0, 0, 1, 0]",375.0,17.0
192,399,"[0, 0, 0, 1, 0]",462.0,10.0
193,15,"[0, 0, 0, 1, 0]",635.0,135.0
193,449,"[0, 0, 0, 1, 0]",664.0,9.0
194,192,"[0, 0, 0, 1, 0]",201.0,148.0
195,198,"[0, 0, 0, 1, 0]",275.0,85.0
196,16,"[0, 0, 0, 1, 0]",508.0,136.0
196,18,"[0, 0, 0, 1, 0]",465.0,9.0
197,435,"[0, 0, 0, 1, 0]",725.0,74.0
198,120,"[0, 0, 0, 1, 0]",1538.0,39.0
198,140,"[0, 0, 0, 1, 0]",1491.0,7.0
198,200,"[0, 0, 0, 1, 0]",871.0,17.0
198,1187,"[0, 0, 0, 1, 0]",3003.0,22.0
199,196,"[0, 0, 0, 1, 0]",465.0,78.0
199,197,"[0, 0, 0, 1, 0]",433.0,7.0
200,202,"[0, 0, 0, 1, 0]",411.0,92.0
200,204,"[0, 0, 0, 1, 0]",371.0,51.0
201,140,"[0, 0, 0, 1, 0]",700.0,125.0
201,199,"[0, 0, 0, 1, 0]",706.0,17.0
202,272,"[0, 0, 0, 1, 0]",331.0,92.0
203,201,"[0, 0, 0, 1, 0]",356.0,142.0
204,205,"[0, 0, 0, 1, 0]",139.0,51.0
205,207,"[0, 0, 0, 1, 0]",288.0,51.0
206,203,"[0, 0, 0, 1, 0]",234.0,52.0
207,209,"[0, 0, 0, 1, 0]",433.0,51.0
208,206,"[0, 0, 0, 1, 0]",356.0,52.0
209,288,"[0, 0, 0, 1, 0]",419.0,51.0
210,208,"[0, 0, 0, 1, 0]",418.0,52.0
211,213,"[0, 0, 0, 1, 0]",422.0,46.0
212,87,"[0, 0, 0, 1, 0]",658.0,44.0
213,185,"[0, 0, 0, 1, 0]",651.0,46.0
214,212,"[0, 0, 0, 1, 0]",438.0,44.0
